Player Name,Age,Team,Positions,Salary,TOI Org ES,TOI Org PP,TOI Org PK,GP Org,GP,TOI ES,TOI PP,TOI PK,Total TOI,Goals,Assists,Points,PPG,PPA,PP Points,SHG,SHA,SHP,Hits,BLK,PIM,FOW,FOL,SOG,"""+/-""",VOR,Rank,Unadj VOR,FP,PlayerId,Fantasy Team,Injured GP,
Dante Fabbro,27,CBJ,D,"$4,125,000",,,,75,59,16.42,0.07,1.60,18.09,4,12,16,0,0,0,0,0,0,37,107,24,0,0,69,1,-127,399,-231,163,8479371,,58.5,58.5
Rasmus Ristolainen,31,PHI,D,"$5,100,000",,,,65,51,17.33,0.99,1.66,19.98,4,12,16,1,3,4,0,0,0,78,81,14,0,0,77,4,-129,402,-233,171,8477499,,57.0,50.7
Jordan Spence,24,OTT,D,"$1,500,000",,,,79,61,16.31,0.99,0.42,17.72,4,20,24,0,4,4,0,0,0,61,57,11,0,0,82,15,-129,403,-233,182,8481606,,60.7,60.7
Braeden Bowman,22,VGK,RW,"$875,000",,,,74,58,12.85,0.74,0.47,14.07,12,15,27,2,2,4,0,0,0,68,29,20,0,0,89,0,-150,417,-139,190,8483890,,57.8,57.8
Mason Lohrei,25,BOS,D,"$3,200,000",,,,74,56,16.16,1.77,0.27,18.20,5,18,23,1,7,8,0,0,0,26,74,14,0,0,61,-7,-130,405,-234,155,8482511,,56.0,56.0
Jack Drury,25,COL,C,"$1,725,000",,,,78,60,11.91,0.64,1.56,14.11,10,13,23,1,2,3,0,1,1,31,43,23,393,313,91,4,-155,422,27,247,8480835,,59.9,59.9
Corey Perry,40,LAK,RW,"$2,000,000",,,,72,55,10.92,1.86,0.00,12.78,15,11,26,3,3,6,0,0,0,24,19,37,11,11,80,6,-133,406,-122,183,8470621,,55.3,55.3
Scott Sabourin,33,TBL,RW,"$875,000",,,,74,58,12.67,0.47,0.47,13.61,12,14,26,1,1,2,0,0,0,87,29,20,0,6,86,1,-160,425,-149,187,8477149,,57.8,57.8
Michael Eyssimont,29,BOS,"C,LW","$1,450,000",,,,77,58,10.52,0.46,0.02,11.01,8,8,16,1,1,2,0,0,0,60,21,43,1,3,102,-1,-128,401,-190,179,8479591,,58.2,58.2
Zach Whitecloud,29,VGK,D,"$2,750,000",,,,76,59,16.09,0.04,1.42,17.55,3,10,13,0,0,0,0,0,0,94,82,28,0,0,49,3,-152,419,-256,145,8480727,,59.3,59.3
Dalibor Dvorsky,20,STL,RW,"$875,000",,,,74,57,12.51,0.80,0.38,13.70,10,13,23,2,2,4,0,0,0,82,29,19,126,118,80,-1,-140,411,-129,193,8484164,,56.9,56.9
Ryan McLeod,26,BUF,C,"$5,000,000",,,,78,61,13.68,0.94,2.33,16.94,12,22,34,1,2,3,1,2,3,17,29,11,444,496,80,-4,-136,408,46,237,8480802,,60.9,60.9
Jaccob Slavin,31,CAR,D,"$6,395,955",,,,80,62,18.14,0.19,2.72,21.06,5,19,24,0,1,1,0,2,2,18,94,6,0,0,98,12,-143,415,-247,194,8476958,,63.0,62.4
Kevin Stenlund,29,UTA,C,"$2,000,000",,,,82,64,11.68,0.26,2.55,14.49,9,10,19,0,1,1,1,0,1,46,51,27,486,433,74,-6,-139,410,43,236,8478831,,64.0,64.0
Shane Lachance,22,NJD,LW,"$875,000",,,,74,58,12.72,0.48,0.48,13.69,11,14,25,1,1,2,0,0,0,75,30,20,7,0,83,-1,-135,407,-197,180,8482941,,57.8,57.8
Brandon Tanev,34,UTA,"LW,RW","$2,500,000",,,,77,60,10.37,0.08,1.43,11.89,7,9,16,0,0,0,0,1,1,154,53,18,7,16,63,-5,-137,409,-199,162,8479293,,60.1,60.1
Jake Evans,29,MTL,C,"$2,850,000",,,,82,64,12.24,0.12,3.11,15.47,9,15,24,0,0,0,2,1,3,84,52,16,415,367,65,-8,-140,412,41,229,8478133,,64.0,64.0
Luke Evangelista,23,NSH,RW,$1,,,,76,57,13.17,1.69,0.00,14.86,12,20,32,2,5,7,0,0,0,17,18,15,0,1,112,2,-163,429,-152,205,8482146,,57.5,57.5
Victor Olofsson,30,COL,"LW,RW","$1,575,000",,,,70,54,11.42,2.22,0.00,13.64,13,16,29,4,5,9,0,0,0,20,17,9,0,4,105,5,-173,436,-235,195,8478109,,53.8,53.8
Nick Cousins,32,OTT,LW,"$825,000",,,,78,60,11.19,0.13,0.01,11.34,7,10,17,0,0,0,0,0,0,108,32,35,16,19,66,2,-141,414,-203,161,8476393,,59.9,59.9
Anthony Beauvillier,28,WSH,LW,"$2,750,000",,,,80,62,13.40,0.42,0.24,14.06,12,11,23,1,1,2,0,0,0,82,29,11,11,9,118,6,-141,413,-203,209,8478463,,62.4,62.4
Tyler Tucker,25,STL,D,"$925,000",,,,70,54,12.28,0.04,0.89,13.21,3,7,10,0,0,0,0,0,0,92,53,48,0,0,44,1,-152,418,-256,131,8481006,,53.8,53.8
Yan Kuznetsov,23,CGY,D,"$875,000",,,,74,56,16.83,0.42,0.56,17.81,4,14,18,0,2,2,0,0,0,62,71,21,0,0,70,3,-154,421,-258,161,8482165,,56.0,56.0
Jeff Malott,29,LAK,LW,"$875,000",,,,74,57,10.72,0.33,0.33,11.39,9,11,20,1,1,2,0,0,0,120,28,23,3,0,68,0,-145,416,-207,166,8482408,,56.9,56.9
Maxim Tsyplakov,27,NYI,"LW,RW","$2,250,000",,,,78,60,11.57,1.13,0.01,12.71,8,14,22,1,2,3,0,0,0,103,24,19,3,15,79,-2,-160,426,-222,170,8484958,,59.9,59.9
Hunter Skinner,24,STL,D,"$875,000",,,,74,57,16.43,0.48,0.48,17.39,4,13,17,0,2,2,0,0,0,66,72,22,0,0,67,1,-157,424,-261,157,8481715,,56.9,56.9
Simon Nemec,21,NJD,D,"$918,333",,,,77,60,16.57,0.65,0.61,17.83,5,14,19,0,2,2,0,0,0,10,82,26,0,0,74,-4,-163,428,-267,158,8483495,,60.1,60.1
Miles Wood,30,CBJ,LW,"$2,500,000",,,,70,55,10.94,0.13,0.73,11.80,10,8,18,0,0,0,0,0,0,61,25,38,4,12,96,-3,-155,423,-217,175,8477425,,54.6,54.6
Harrison Brunicke,19,PIT,D,"$875,000",,,,74,57,16.09,0.47,0.39,16.96,4,13,17,0,2,2,0,0,0,49,73,24,0,0,65,-2,-181,447,-285,151,8484839,,56.9,56.9
Andrei Kuzmenko,29,LAK,"LW,RW","$4,300,000",,,,70,54,12.19,2.86,0.00,15.06,13,19,32,5,6,11,0,0,0,30,16,8,0,0,75,-1,-154,420,-216,175,8483808,,53.8,53.8
Sam Colangelo,24,ANA,RW,"$850,000",,,,74,58,11.14,1.09,0.41,12.64,15,11,26,3,2,5,0,0,0,109,30,9,8,14,75,-5,-165,430,-154,183,8482118,,57.8,57.8
Mathew Dumba,31,PIT,D,"$3,750,000",,,,69,53,14.76,0.44,0.78,15.97,3,9,12,0,2,2,0,0,0,66,55,42,0,0,50,-5,-178,441,-282,132,8476856,,53.0,53.0
Charles Alexis Legault,22,CAR,D,"$875,000",,,,74,58,15.21,0.39,0.48,16.09,4,12,16,0,2,2,0,0,0,60,66,27,0,0,66,3,-169,431,-273,154,8484428,,57.8,57.8
Jonas Brodin,32,MIN,D,"$6,000,000",,,,71,54,20.09,0.18,1.91,22.17,4,14,18,0,1,1,0,0,0,20,107,17,0,0,68,6,-179,442,-283,162,8476463,,53.7,53.7
Juho Lammikko,30,NJD,LW,"$875,000",,,,74,58,12.15,0.41,0.43,12.99,10,12,22,1,1,2,0,0,0,68,33,18,97,100,80,-1,-160,427,-222,181,8477996,,57.8,57.8
Brayden Pachal,26,CGY,D,"$1,187,500",,,,73,55,12.94,0.03,1.05,14.01,2,8,10,0,0,0,0,0,0,103,58,40,0,0,48,-1,-171,434,-275,134,8481167,,55.2,55.2
Erik Gudbranson,34,CBJ,D,"$4,000,000",,,,79,60,14.38,0.11,2.66,17.14,2,11,13,0,0,0,0,1,1,75,81,31,0,0,52,-5,-171,433,-275,139,8475790,,60.0,61.7
Ilya Lyubushkin,31,DAL,D,"$3,250,000",,,,78,60,15.03,0.03,2.00,17.06,1,10,11,0,0,0,0,0,0,75,107,29,0,0,37,-4,-172,435,-276,130,8480950,,62.0,59.9
Matthew Robertson,24,NYR,D,"$875,000",,,,74,56,16.21,0.39,0.54,17.14,4,12,16,0,1,1,0,0,0,64,69,22,0,0,63,1,-215,470,-319,149,8481525,,56.0,56.0
Scott Mayfield,33,NYI,D,"$3,500,000",,,,68,52,16.27,0.03,1.94,18.24,2,9,11,0,0,0,0,0,0,55,88,38,0,0,44,0,-187,451,-291,131,8476429,,52.2,52.2
Sam Carrick,33,NYR,C,"$1,000,000",,,,80,60,10.44,0.10,1.42,11.96,7,9,16,0,0,0,0,1,1,99,33,44,241,226,62,-2,-202,461,-20,192,8475842,,60.5,60.5
Justin Danforth,32,BUF,RW,"$1,800,000",,,,77,57,11.52,0.29,1.64,13.45,8,10,18,0,1,1,0,1,1,94,40,15,273,224,68,-4,-177,440,-166,197,8479941,,57.0,60.1
Cody Glass,26,NJD,"C,RW","$2,500,000",,,,75,57,11.51,0.91,0.73,13.15,10,12,22,2,1,3,0,0,0,37,32,18,239,243,89,-1,-177,438,-166,204,8479996,,57.0,58.5
Ian Moore,24,ANA,D,"$875,000",,,,74,58,15.08,0.39,0.40,15.87,4,12,16,0,2,2,0,0,0,47,73,27,0,0,64,3,-180,443,-284,152,8482178,,57.8,57.8
Gustav Nyquist,36,WPG,"LW,RW","$3,250,000",,,,78,61,12.17,1.64,0.83,14.64,9,21,30,2,5,7,1,0,1,35,27,10,21,21,80,-2,-170,432,-232,177,8474679,,60.9,60.9
Joona Koppanen,27,PIT,LW,"$875,000",,,,74,57,12.42,0.44,0.62,13.48,10,13,23,1,1,2,0,0,0,71,29,20,25,20,78,-2,-186,450,-248,171,8479533,,56.9,56.9
Aatu Raty,23,VAN,C,"$775,000",,,,75,57,11.42,0.24,0.44,12.10,10,11,21,1,1,2,0,0,0,142,19,18,313,259,59,0,-205,464,-24,212,8482691,,56.7,56.7
Vincent Iorio,23,SJS,D,"$875,000",,,,74,57,16.17,0.43,0.62,17.21,4,13,17,0,2,2,0,0,0,53,71,24,0,0,64,-2,-181,448,-285,150,8482861,,56.9,56.9
Matt Grzelcyk,32,CHI,D,$1,,,,78,61,15.91,1.22,0.45,17.58,3,19,22,1,6,7,0,0,0,28,64,14,0,0,69,5,-181,445,-285,160,8476891,,60.9,60.9
Mackenzie MacEachern,31,VAN,LW,"$875,000",,,,74,56,12.52,0.44,0.44,13.40,10,14,24,1,1,2,0,0,0,73,31,19,0,0,79,0,-181,444,-242,172,8476907,,56.0,56.0
Donovan Sebrango,24,FLA,D,"$875,000",,,,74,58,15.42,0.38,0.49,16.29,3,13,16,0,2,2,0,0,0,62,71,24,0,0,63,1,-184,449,-288,151,8482131,,57.8,57.8
Jesperi Kotkaniemi,25,CAR,C,"$4,820,000",,,,80,62,11.29,1.03,0.18,12.50,10,15,25,1,2,3,0,0,0,79,27,23,257,263,81,5,-181,446,1,219,8480829,,63.0,62.4
Yegor Chinakhov,24,CBJ,"LW,RW","$2,100,000",,,,70,55,12.01,1.45,0.11,13.57,13,14,27,2,3,5,0,0,0,59,22,8,0,1,101,-1,-177,439,-239,191,8482475,,54.6,54.6
Elmer Soderblom,24,DET,LW,"$1,125,000",,,,74,57,11.86,0.42,0.01,12.28,11,12,23,1,1,2,0,0,0,98,25,12,6,9,80,-1,-210,466,-272,172,8481725,,56.9,56.9
Drew O'Connor,27,VAN,LW,"$2,500,000",,,,80,60,12.41,0.23,1.54,14.19,11,11,22,0,1,1,1,0,1,56,39,20,34,26,85,-5,-191,454,-253,176,8482055,,60.5,60.5
Mattias Samuelsson,25,BUF,D,"$4,285,714",,,,72,56,17.50,0.04,2.84,20.38,3,9,12,0,0,0,0,0,0,87,102,17,0,0,57,1,-190,453,-294,150,8480807,,56.2,56.2
Ben Kindel,18,PIT,C,"$875,000",,,,74,57,13.28,1.00,0.33,14.60,13,15,28,2,3,5,0,0,0,56,36,22,91,112,95,-1,-195,455,-13,211,8485414,,56.9,56.9
Alexander Petrovic,33,DAL,D,"$875,000",,,,74,57,14.95,0.33,0.34,15.62,3,12,15,0,1,1,0,0,0,67,68,26,0,0,64,2,-195,456,-299,150,8475755,,56.9,56.9
Nicolas Hague,27,NSH,D,"$5,500,000",,,,74,56,17.47,0.05,1.25,18.76,3,9,12,0,0,0,0,0,0,78,70,28,0,0,62,-3,-217,473,-321,143,8479980,,56.0,56.0
Denton Mateychuk,21,CBJ,D,"$886,666",,,,72,56,17.31,0.52,1.09,18.91,6,14,20,0,1,1,0,0,0,39,87,15,0,0,61,2,-198,458,-302,155,8483485,,56.2,56.2
Dominic James,23,TBL,C,"$875,000",,,,74,58,12.28,0.73,0.38,13.40,11,15,26,1,2,3,0,0,0,96,29,21,113,129,84,2,-220,479,-38,205,8483752,,63.0,57.8
Carson Soucy,31,NYR,D,"$3,250,000",,,,75,57,15.45,0.19,1.85,17.49,3,9,12,0,1,1,0,0,0,83,76,25,0,0,53,0,-217,474,-321,139,8477369,,56.7,56.7
Nathan Legare,25,NJD,RW,"$875,000",,,,74,58,12.74,0.48,0.48,13.70,11,14,25,1,1,2,0,0,0,79,31,20,0,7,83,-1,-200,459,-189,179,8481594,,57.8,57.8
Joakim Kemell,21,NSH,RW,"$875,000",,,,74,56,12.53,0.61,0.49,13.62,10,13,23,1,2,3,0,0,0,78,29,19,0,6,81,-1,-246,501,-235,172,8483465,,56.0,56.0
Adam Ginning,26,PHI,D,"$875,000",,,,74,58,15.81,0.43,0.68,16.93,4,13,17,0,2,2,0,0,0,57,70,21,0,0,64,-1,-201,460,-305,150,8480874,,57.8,57.8
Noel Acciari,34,PIT,"C,RW","$2,000,000",,,,78,60,10.81,0.10,2.27,13.19,6,8,14,0,0,0,0,1,1,114,72,11,229,180,56,-3,-202,463,-191,185,8478569,,60.0,59.9
Matthew Wood,20,NSH,RW,"$875,000",,,,74,56,12.15,0.89,0.36,13.40,13,13,26,2,2,4,0,0,0,58,28,17,6,14,89,-1,-212,468,-201,184,8484241,,56.0,56.0
Easton Cowan,20,TOR,RW,"$875,000",,,,74,57,12.38,0.70,0.37,13.44,11,14,25,1,2,3,0,0,0,72,28,20,1,4,85,1,-207,465,-195,181,8484158,,56.9,56.9
Jeff Skinner,33,SJS,LW,"$3,000,000",,,,74,57,11.11,1.54,0.01,12.66,13,14,27,2,3,5,0,0,0,29,15,14,15,24,106,1,-198,457,-260,191,8475784,,60.0,56.9
J.T. Compher,30,DET,C,"$5,100,000",,,,77,59,13.73,1.34,1.74,16.81,10,16,26,2,2,4,0,1,1,23,44,15,361,365,73,-4,-238,495,-56,215,8477456,,59.2,59.2
Simon Holmstrom,24,NYI,RW,"$3,625,000",,,,78,60,12.65,1.44,1.74,15.83,13,18,31,2,4,6,1,2,3,18,47,11,4,6,72,-5,-217,472,-206,174,8481601,,59.9,59.9
Philip Broberg,24,STL,D,"$4,580,917",,,,73,56,19.74,0.36,1.60,21.71,5,16,21,0,1,1,0,0,0,31,84,9,0,0,83,6,-211,467,-315,172,8481598,,56.1,56.1
Ondrej Palat,34,NJD,LW,"$6,000,000",,,,76,59,12.19,0.85,0.33,13.37,9,12,21,1,2,3,0,0,0,92,50,10,3,10,72,0,-202,462,-264,167,8476292,,59.3,59.3
Samuel Girard,27,COL,D,"$5,000,000",,,,70,54,17.96,0.68,1.50,20.14,3,17,20,0,2,2,0,0,0,47,81,10,0,0,68,6,-223,483,-327,159,8479398,,53.8,53.8
Andrew Peeke,27,BOS,D,"$2,750,000",,,,73,55,16.73,0.07,2.26,19.06,2,11,13,0,0,0,0,1,1,77,107,13,0,0,57,-3,-216,471,-320,146,8479369,,55.2,55.2
Dylan Samberg,27,WPG,D,"$5,750,000",,,,63,49,18.27,0.10,2.37,20.75,3,11,14,0,0,0,0,1,1,47,91,22,0,0,68,9,-217,475,-321,156,8480049,,49.2,49.2
Calum Ritchie,21,NYI,"C,RW","$875,000",,,,74,57,11.99,0.66,0.39,13.04,10,13,23,1,2,3,0,0,0,52,31,23,80,128,76,-2,-224,487,-213,171,8484221,,56.9,56.9
Brett Pesce,31,NJD,D,"$5,500,000",,,,76,57,17.50,0.19,2.44,20.12,3,14,17,0,1,1,0,1,1,20,101,17,0,0,69,6,-219,477,-323,157,8477488,,57.0,59.3
Michael Amadio,29,OTT,RW,"$2,600,000",,,,78,60,13.86,0.37,0.40,14.63,12,13,25,1,1,2,0,0,0,86,39,12,20,15,78,6,-219,478,-208,184,8478020,,59.9,59.9
Ross Johnston,31,ANA,LW,"$1,100,000",,,,65,51,8.72,0.09,0.00,8.81,3,5,8,0,0,0,0,0,0,140,21,56,2,6,22,-4,-214,469,-275,108,8477527,,50.7,50.7
Joel Edmundson,32,LAK,D,"$3,850,000",,,,73,56,15.90,0.08,2.20,18.18,3,10,13,0,0,0,0,1,1,69,79,23,0,0,66,3,-222,481,-326,151,8476441,,56.1,56.1
Joel Nystrom,23,CAR,D,"$875,000",,,,74,58,16.18,0.40,0.77,17.34,4,13,17,0,2,2,0,0,0,42,69,21,0,0,71,1,-222,482,-326,154,8482911,,57.8,57.8
Marcus Johansson,35,MIN,LW,"$800,000",,,,77,58,14.00,1.40,0.39,15.78,12,17,29,2,4,6,0,0,0,30,20,10,11,15,86,1,-218,476,-280,177,8475149,,58.2,58.2
Conor Timmins,27,BUF,D,"$2,200,000",,,,68,53,15.86,0.29,2.06,18.21,3,14,17,0,1,1,0,0,0,40,80,24,0,0,54,0,-223,484,-327,141,8479982,,53.1,53.1
Mikey Anderson,26,LAK,D,"$4,125,000",,,,77,59,17.47,0.07,2.93,20.48,3,12,15,0,0,0,0,1,1,75,92,15,0,0,55,10,-224,485,-328,151,8479998,,59.2,59.2
Nick Blankenburg,27,NSH,D,"$775,000",,,,62,47,16.53,1.47,1.75,19.75,5,13,18,1,5,6,0,0,0,48,60,14,0,0,66,-2,-232,491,-336,150,8483565,,46.9,46.9
Justin Brazeau,27,PIT,RW,"$1,500,000",,,,74,56,11.67,1.01,0.02,12.69,13,12,25,2,2,4,0,0,0,92,38,8,2,4,77,0,-224,486,-213,180,8479638,,56.0,56.9
Ilya Solovyov,25,COL,D,"$875,000",,,,74,57,14.64,0.38,0.41,15.44,3,12,15,0,1,1,0,0,0,58,70,21,0,0,62,1,-257,507,-361,143,8482470,,56.9,56.9
Danton Heinen,30,PIT,LW,"$2,250,000",,,,79,61,11.44,0.65,0.91,13.00,9,14,23,1,1,2,1,0,1,58,32,19,20,24,74,-1,-232,492,-294,163,8478046,,60.7,60.7
Daemon Hunt,23,MIN,D,"$875,000",,,,74,56,15.28,0.43,0.54,16.24,3,12,15,0,2,2,0,0,0,54,67,19,0,0,59,1,-286,527,-390,139,8482094,,56.0,56.0
Hayden Hodgson,29,OTT,RW,"$875,000",,,,74,57,12.27,0.46,0.45,13.18,10,13,23,1,1,2,0,0,0,98,28,19,0,0,77,-1,-228,489,-217,172,8478173,,56.9,56.9
Adam Henrique,35,EDM,C,"$3,000,000",,,,79,60,11.90,0.91,1.63,14.44,11,12,23,1,2,3,1,0,1,35,62,12,342,251,82,-3,-225,488,-43,233,8474641,,59.7,59.7
Max Shabanov,25,NYI,RW,"$875,000",,,,74,57,12.32,0.57,0.42,13.31,11,14,25,1,2,3,0,0,0,67,26,18,0,0,82,-2,-250,503,-239,173,8485702,,56.9,56.9
Yegor Sharangovich,27,CGY,"C,LW,RW","$5,750,000",,,,76,57,12.68,1.98,0.79,15.44,13,15,28,3,4,7,0,1,1,13,26,6,53,90,94,-10,-222,480,-283,178,8481068,,57.5,57.5
Jalen Chatfield,29,CAR,D,"$3,000,000",,,,78,57,17.00,0.05,1.81,18.86,5,11,16,0,0,0,0,1,1,44,56,26,0,0,83,8,-234,493,-338,162,8478970,,57.0,60.9
Jonathan Aspirot,26,BOS,D,"$875,000",,,,74,56,15.64,0.41,0.60,16.64,3,12,15,0,2,2,0,0,0,68,71,19,0,0,61,0,-235,494,-339,145,8481219,,56.0,56.0
Ozzy Wiesblatt,23,NSH,RW,"$875,000",,,,74,56,11.62,0.33,0.51,12.46,8,12,20,1,1,2,0,0,0,107,28,24,1,8,69,-4,-243,498,-231,160,8482103,,56.0,56.0
Kaiden Guhle,24,MTL,D,"$5,550,000",,,,74,38,18.46,0.12,1.99,20.57,4,10,14,0,0,0,0,0,0,74,74,24,0,0,50,-2,-238,496,-342,136,8482087,,38.0,57.8
Drew Helleson,24,ANA,D,"$1,100,000",,,,63,49,16.32,0.10,1.42,17.84,3,10,13,0,0,0,0,0,0,77,65,27,0,0,58,-7,-238,497,-342,137,8481563,,49.2,49.2
Beck Malenstyn,27,BUF,LW,"$1,350,000",,,,75,59,9.22,0.03,1.87,11.11,5,6,11,0,0,0,0,1,1,169,53,16,8,9,56,-7,-229,490,-291,146,8479359,,58.5,58.5
Dylan McIlrath,33,WSH,D,"$875,000",,,,74,58,11.49,0.11,0.26,11.85,2,8,10,0,0,0,0,0,0,107,50,36,0,0,40,-1,-244,499,-348,122,8475795,,57.8,57.8
Nicholas Robertson,24,TOR,RW,"$1,825,000",,,,73,56,11.67,1.11,0.11,12.90,13,13,26,2,2,4,0,0,0,60,27,9,3,3,103,-1,-247,502,-235,193,8481582,,56.1,56.1
Cole Reinhardt,25,VGK,LW,"$875,000",,,,74,58,11.30,0.37,0.37,12.04,9,12,21,1,1,2,0,0,0,89,24,19,7,7,68,-2,-246,500,-308,156,8481133,,57.8,57.8
Bradly Nadeau,20,CAR,RW,"$875,000",,,,74,58,12.22,0.61,0.42,13.24,11,13,24,1,2,3,0,0,0,66,30,19,0,4,79,0,-255,506,-243,171,8484203,,57.8,57.8
Sam Dickinson,19,SJS,D,"$875,000",,,,74,57,15.08,0.48,0.39,15.95,4,13,17,0,2,2,0,0,0,48,60,21,0,0,64,1,-257,508,-361,145,8484806,,56.9,56.9
Dmitri Simashev,20,UTA,D,"$875,000",,,,74,58,16.00,0.32,0.38,16.70,3,12,15,0,1,1,0,0,0,41,69,25,0,0,65,-4,-258,510,-362,141,8484386,,57.8,57.8
Nick Bjugstad,33,STL,C,"$1,750,000",,,,76,58,11.07,0.52,0.62,12.20,11,9,20,1,1,2,0,0,0,99,31,21,199,199,89,0,-253,504,-72,211,8475760,,58.4,58.4
Tom Willander,20,VAN,D,"$875,000",,,,74,56,15.24,0.57,0.40,16.21,4,13,17,0,2,2,0,0,0,41,67,20,0,0,60,2,-267,517,-372,142,8484240,,56.0,56.0
Wyatt Kaiser,23,CHI,D,$1,,,,74,58,17.13,0.07,1.77,18.97,3,11,14,0,0,0,0,0,0,48,77,26,0,0,56,-2,-260,512,-364,136,8482176,,57.8,57.8
Casey Mittelstadt,27,BOS,C,"$5,750,000",,,,81,58,13.69,2.06,0.04,15.79,11,23,34,2,6,8,0,0,0,15,23,11,233,214,71,-5,-254,505,-72,206,8479999,,58.0,61.2
Alec Regula,25,EDM,D,"$875,000",,,,74,56,15.76,0.42,0.53,16.71,3,12,15,0,2,2,0,0,0,53,68,21,0,0,61,-2,-263,514,-367,140,8480831,,56.0,56.0
Vincent Desharnais,29,SJS,D,"$2,000,000",,,,68,52,13.50,0.06,2.15,15.71,1,8,9,0,0,0,0,1,1,74,78,36,0,0,31,3,-265,515,-369,116,8479576,,52.2,52.2
Jack St. Ivany,26,PIT,D,"$875,000",,,,74,57,13.80,0.02,2.29,16.11,2,8,10,0,0,0,0,0,0,95,73,23,0,0,47,-2,-285,526,-389,128,8481030,,60.0,56.9
David Tomasek,29,EDM,RW,"$1,200,000",,,,72,54,11.10,1.20,0.35,12.66,10,12,22,2,3,5,0,0,0,59,27,19,51,56,75,-3,-265,516,-254,168,8485493,,54.4,54.4
Matias Maccelli,25,TOR,"LW,RW","$3,425,000",,,,78,60,12.24,1.51,0.03,13.78,11,21,32,2,5,7,0,0,0,9,15,8,9,4,79,-3,-258,509,-320,167,8481711,,59.9,59.9
Andrew Mangiapane,29,EDM,"LW,RW","$3,600,000",,,,78,59,13.36,0.80,0.56,14.71,11,13,24,1,1,2,0,0,0,53,31,16,3,4,74,-6,-259,511,-321,159,8478233,,59.0,59.0
Liam O'Brien,31,UTA,"LW,RW","$1,000,000",,,,55,43,9.27,0.08,0.32,9.67,4,5,9,0,0,0,0,0,0,125,20,46,1,4,44,-2,-263,513,-325,123,8477070,,42.9,42.9
Jeff Petry,38,FLA,D,"$775,000",,,,73,57,14.82,0.61,0.96,16.39,2,13,15,0,3,3,0,0,0,54,77,19,0,0,46,-5,-272,520,-376,128,8473507,,57.0,57.0
John Marino,28,UTA,D,"$4,400,000",,,,77,60,18.53,0.23,2.11,20.87,4,19,23,0,1,1,0,0,0,18,72,15,0,0,54,3,-273,521,-377,142,8478507,,60.1,60.1
Sean Kuraly,33,BOS,C,"$1,850,000",,,,81,61,10.78,0.09,2.03,12.90,8,9,17,0,0,0,0,1,1,89,37,28,286,289,73,-2,-270,519,-88,201,8476374,,61.2,61.2
Jayden Struble,24,MTL,D,"$1,412,500",,,,62,48,14.95,0.03,0.33,15.31,2,9,11,0,0,0,0,0,0,101,44,35,0,0,38,1,-275,523,-379,119,8481593,,48.4,48.4
Cole Smith,30,NSH,LW,"$1,000,000",,,,79,50,10.89,0.11,2.36,13.35,7,7,14,0,0,0,1,0,1,126,22,30,2,11,54,-3,-268,518,-330,137,8482062,,50.0,59.7
Adam Gaudette,29,SJS,"C,RW","$2,000,000",,,,81,62,9.33,1.47,0.04,10.84,14,9,23,3,2,5,0,0,0,54,21,12,124,131,73,-2,-281,524,-270,177,8478874,,62.2,62.2
Nikita Grebenkin,22,PHI,RW,"$875,000",,,,74,58,11.50,0.36,0.36,12.22,9,12,21,1,1,2,0,0,0,85,26,23,6,0,70,-2,-283,525,-271,160,8483733,,57.8,57.8
Tye Kartye,24,SEA,LW,"$1,250,000",,,,69,54,9.77,0.09,0.95,10.82,6,8,14,0,0,0,0,1,1,144,27,23,6,11,52,-3,-274,522,-336,138,8481789,,53.9,53.9
Nikita Chibrikov,22,WPG,RW,"$875,000",,,,74,58,11.73,0.40,0.39,12.53,9,12,21,1,1,2,0,0,0,75,29,23,0,0,74,-2,-289,528,-278,161,8482787,,57.8,57.8
Pavel Mintyukov,22,ANA,D,"$918,333",,,,74,58,14.49,0.79,1.04,16.32,4,14,18,0,3,3,0,0,0,50,65,13,0,0,56,-8,-291,529,-395,135,8483490,,57.8,57.8
Jack Finley,23,TBL,C,"$875,000",,,,74,58,11.89,0.45,0.45,12.79,11,13,24,1,1,2,0,0,0,85,27,21,125,143,79,-1,-306,536,-124,192,8482090,,57.8,57.8
Pierre-Olivier Joseph,26,VAN,D,"$875,000",,,,74,56,14.73,0.39,0.49,15.61,3,11,14,0,1,1,0,0,0,46,63,19,0,0,61,-1,-346,556,-450,133,8480058,,56.0,56.0
Joel Armia,32,LAK,RW,"$2,500,000",,,,77,59,11.57,0.66,2.09,14.31,9,13,22,1,2,3,1,1,2,60,31,20,8,9,77,-2,-298,532,-287,164,8476469,,59.2,59.2
Alexey Toropchenko,26,STL,RW,"$1,700,000",,,,78,60,10.99,0.20,1.12,12.31,7,8,15,0,1,1,0,1,1,146,43,14,2,2,65,-6,-298,533,-287,155,8480281,,59.9,59.9
Travis Hamonic,35,DET,D,"$1,000,000",,,,70,54,13.99,0.05,1.60,15.64,2,7,9,0,0,0,0,0,0,52,78,27,0,0,61,-7,-316,539,-420,129,8474612,,53.8,53.8
Adam Klapka,25,CGY,RW,"$1,250,000",,,,58,44,9.62,0.44,0.00,10.06,7,7,14,1,1,2,0,0,0,142,32,22,7,15,56,0,-299,534,-288,147,8483609,,43.9,43.9
