Player Name,Team,Age,Positions,FP,FP/GP,GP,TOI,PP TOI,G,A,P,SOG,PPG,PPP,BLK,HIT,plus_minus,GWG,FOW,FOL,FO%,Extra,Extra
Jamie Oleksiak,SEA,32,D,121.6,1.81,67,16.9,0.1,3.0,9.2,12.2,58.9,0.0,0.2,110.7,71.6,-6.0,0.4,0.0,0.0,0%,,
Frederick Gaudreau,SEA,32,C,121.6,1.81,67,12.9,0.0,8.0,12.1,20.1,75.9,0.0,0.0,46.3,46.1,-6.5,1.0,323.1,344.0,48%,,
Wyatt Kaiser,CHI,23,D,121.2,1.84,66,19.4,0.1,3.2,10.3,13.5,69.0,0.0,0.3,91.8,64.4,-4.0,0.5,0.0,0.0,0%,,
Colton Dach,CHI,22,"C,LW",121.0,1.83,66,12.9,0.7,7.2,11.9,19.1,88.7,0.6,2.0,34.7,209.6,-5.7,1.0,37.5,36.8,50%,,
Taylor Raddysh,NYR,27,RW,121.0,1.83,66,13.3,0.7,8.6,12.0,20.6,87.8,0.5,1.5,27.7,55.9,1.2,1.5,8.0,19.7,29%,,
Pontus Holmberg,T.B,26,RW,120.9,1.80,67,12.4,0.1,7.6,13.5,21.1,71.3,0.1,0.3,43.6,63.5,5.5,1.3,106.5,127.5,46%,,
Jason Dickinson,CHI,30,C,120.8,1.83,66,13.7,0.0,9.8,10.2,20.0,72.2,0.1,0.1,48.9,85.1,-4.5,1.4,437.0,438.8,50%,,
Aatu Raty,VAN,22,C,120.5,1.85,65,13.4,0.0,11.1,13.3,24.4,67.8,0.0,0.1,26.6,154.8,0.3,1.6,481.3,361.6,57%,,
Peyton Krebs,BUF,24,C,120.0,1.79,67,14.2,0.1,6.9,15.7,22.5,74.9,0.1,0.2,29.2,114.7,-1.4,0.9,271.4,296.9,48%,,
Justin Barron,NSH,23,D,119.2,1.83,65,16.0,0.8,5.1,10.2,15.3,65.8,0.5,1.9,76.9,66.6,-5.2,0.7,0.0,0.0,0%,,
Jack McBain,UTA,25,"C,LW",118.7,1.80,66,12.7,0.5,8.7,11.6,20.3,75.0,0.6,1.7,37.4,186.4,1.4,1.3,242.3,260.5,48%,,
Jesperi Kotkaniemi,CAR,25,C,118.6,1.77,67,10.8,0.3,8.6,13.1,21.7,78.1,0.2,0.5,27.8,61.6,7.2,1.5,244.2,232.5,51%,,
Gage Goncalves,T.B,24,C,118.5,1.77,67,11.7,1.4,8.3,14.2,22.5,62.8,1.9,5.6,28.1,74.2,5.6,1.4,8.1,10.0,45%,,
Blake Lizotte,PIT,27,C,118.4,1.82,65,14.3,0.1,10.1,9.9,20.1,78.3,0.2,0.3,37.4,69.2,-3.1,1.4,241.3,241.3,50%,,
Tanner Pearson,WPG,33,LW,118.2,1.76,67,11.4,0.8,8.8,10.1,18.9,78.8,0.8,1.9,40.4,76.8,1.2,1.4,5.7,15.0,27%,,
Michael Brandsegg-Nygård,DET,20,RW,117.5,1.78,66,11.6,1.5,7.0,11.6,18.6,89.8,2.0,4.7,24.1,133.1,-1.8,0.9,0.0,0.0,0%,,
Michael McCarron,NSH,30,C,117.4,1.81,65,14.8,0.0,7.1,9.9,17.0,79.6,0.1,0.1,52.8,136.7,-5.7,0.9,454.5,387.0,54%,,
Zach Whitecloud,VGK,28,D,117.3,1.73,68,17.5,0.1,2.8,10.1,12.9,59.4,0.0,0.2,97.4,103.9,4.8,0.5,0.0,0.0,0%,,
Collin Graf,S.J,23,RW,117.2,1.78,66,14.9,0.3,8.6,12.5,21.0,63.9,0.4,1.2,41.9,62.7,-7.2,1.1,4.6,8.4,35%,,
Evgenii Dadonov,N.J,36,RW,116.8,1.74,67,9.5,1.1,10.7,11.1,21.8,70.2,2.5,4.5,23.5,40.9,1.9,1.7,0.0,1.4,1%,,
Henri Jokiharju,BOS,26,D,116.5,1.79,65,17.9,1.2,2.7,12.5,15.2,66.3,0.2,2.6,70.1,57.1,-4.4,0.4,0.0,0.0,0%,,
Joel Edmundson,L.A,32,D,116.3,1.76,66,17.0,0.0,3.0,10.6,13.6,69.7,0.0,0.0,81.0,78.3,2.3,0.5,0.0,0.0,0%,,
Marcus Foligno,MIN,34,LW,115.9,1.78,65,13.2,0.0,9.4,11.3,20.7,67.4,0.0,0.0,40.3,189.4,-0.7,1.4,4.9,10.1,33%,,
Tanner Jeannot,BOS,28,"LW,RW",114.2,1.76,65,13.5,0.0,8.1,9.6,17.7,72.3,0.1,0.1,49.6,180.7,-4.8,1.1,17.3,20.5,46%,,
Ilya Lyubushkin,DAL,31,D,113.4,1.72,66,16.9,0.0,1.0,10.3,11.4,46.7,0.0,0.0,111.7,83.5,3.5,0.2,0.0,0.0,0%,,
Ty Emberson,EDM,25,D,113.4,1.72,66,15.8,0.0,2.4,11.3,13.8,58.3,0.0,0.1,85.5,100.0,3.4,0.4,0.0,0.0,0%,,
Jeremy Lauzon,VGK,28,D,112.7,1.66,68,16.8,0.0,3.0,8.1,11.1,68.0,0.0,0.0,90.9,207.3,4.6,0.5,0.0,0.0,0%,,
Chris Tanev,TOR,35,D,112.5,1.70,66,15.4,0.1,1.7,10.6,12.3,36.7,0.0,0.2,114.2,32.7,2.2,0.2,0.0,0.0,0%,,
Trent Frederic,EDM,27,C,112.3,1.70,66,12.5,0.1,9.3,9.9,19.2,81.0,0.2,0.4,27.3,158.1,2.2,1.4,87.7,104.7,46%,,
Jeff Petry,FLA,37,D,111.9,1.67,67,14.4,0.7,2.2,12.9,15.0,52.3,0.2,3.0,75.5,66.2,2.0,0.4,0.0,0.0,0%,,
Jake Bean,CGY,27,D,111.5,1.71,65,17.1,0.0,2.9,8.4,11.3,75.3,0.0,0.1,79.8,40.1,-5.5,0.4,0.0,0.0,0%,,
Nick Cousins,OTT,32,LW,111.3,1.69,66,11.5,0.0,8.5,9.4,17.9,81.3,0.0,0.0,33.9,118.5,1.4,1.3,10.8,20.4,35%,,
Sam Carrick,NYR,33,C,110.6,1.68,66,12.5,0.0,6.2,11.3,17.5,79.4,0.0,0.0,36.8,111.0,1.1,1.1,321.8,282.2,53%,,
Albert Johansson,DET,24,D,110.4,1.67,66,16.5,0.3,2.5,8.9,11.4,59.3,0.1,0.9,91.2,73.5,-3.0,0.3,0.0,0.0,0%,,
Parker Kelly,COL,26,"C,LW",110.3,1.67,66,11.5,0.1,7.7,8.3,16.0,73.6,0.1,0.1,50.8,117.4,6.8,1.4,97.0,170.5,36%,,
Trevor Van Riemsdyk,WSH,34,D,109.6,1.64,67,15.0,0.1,1.1,11.3,12.4,54.8,0.0,0.2,89.4,27.6,2.2,0.2,0.0,0.0,0%,,
Hendrix Lapierre,WSH,23,C,109.3,1.63,67,11.1,0.3,5.1,15.3,20.5,65.4,0.2,0.8,28.9,61.9,1.7,0.9,117.4,186.2,39%,,
Michael Rasmussen,DET,26,"C,LW",109.0,1.65,66,11.6,0.2,7.4,9.5,16.9,69.2,0.3,0.7,45.8,91.7,-2.6,0.9,101.2,108.5,0%,,
Paul Cotter,N.J,25,LW,108.4,1.62,67,12.6,0.0,9.6,9.0,18.6,79.3,0.0,0.1,25.5,183.7,0.0,1.5,26.3,24.0,52%,,
Tyler Kleven,OTT,23,D,108.2,1.64,66,15.7,0.0,2.8,7.3,10.1,65.4,0.0,0.1,90.3,87.8,-1.1,0.4,0.0,0.0,0%,,
Matt Grzelcyk,CHI,31,D,107.1,1.62,66,15.0,0.1,1.3,13.7,15.0,59.9,0.0,0.3,63.6,37.1,-2.7,0.2,0.0,0.0,0%,,
Justin Danforth,BUF,32,RW,106.6,1.59,67,11.7,0.1,7.2,8.8,16.0,67.7,0.1,0.3,48.7,95.0,-1.0,1.0,217.7,225.4,49%,,
Jayden Struble,MTL,24,D,106.4,1.59,67,15.6,0.0,2.7,12.5,15.2,55.8,0.0,0.0,66.0,122.0,0.9,0.4,0.0,0.0,0%,,
Adam Klapka,CGY,25,RW,105.5,1.62,65,9.6,0.0,9.0,6.8,15.9,71.0,0.0,0.1,44.5,193.8,-4.6,1.1,8.4,26.1,24%,,
Radko Gudas,ANA,35,D,105.4,1.57,67,13.5,0.0,1.8,8.8,10.6,54.4,0.0,0.0,92.7,132.9,-1.2,0.2,0.0,0.0,0%,,
Mark Jankowski,CAR,31,C,104.4,1.56,67,10.6,0.3,9.6,8.3,17.9,65.1,0.3,0.8,34.8,47.2,7.2,1.7,220.9,211.1,51%,,
Keegan Kolesar,VGK,28,RW,103.3,1.52,68,10.8,0.0,7.0,10.8,17.7,60.7,0.0,0.1,39.4,164.3,4.2,1.2,5.0,9.7,34%,,
Ty Dellandrea,S.J,25,C,102.6,1.55,66,13.2,0.1,4.1,11.3,15.4,67.6,0.2,0.4,44.4,141.5,-8.7,0.5,252.7,275.1,48%,,
Alexey Toropchenko,STL,26,RW,102.4,1.55,66,11.4,0.0,7.1,8.0,15.1,74.3,0.0,0.0,40.1,148.4,-0.7,1.1,0.9,3.0,23%,,
Joel Hanley,CGY,34,D,102.4,1.58,65,16.4,0.1,2.0,9.1,11.1,46.1,0.0,0.2,91.8,62.1,-4.5,0.3,0.0,0.0,0%,,
Elmer Soderblom,DET,24,LW,101.8,1.54,66,10.6,0.1,7.7,10.1,17.8,73.6,0.2,0.4,22.2,102.1,-1.6,1.0,7.7,8.6,47%,,
Jesper Boqvist,FLA,27,C,101.5,1.52,67,11.5,0.1,8.4,9.3,17.6,71.3,0.1,0.2,25.4,141.5,2.5,1.4,58.3,85.1,41%,,
Brandon Tanev,UTA,33,"LW,RW",99.9,1.51,66,10.4,0.0,6.3,8.3,14.5,64.3,0.0,0.0,48.3,136.5,-1.2,1.0,4.8,16.0,23%,,
Fedor Svechkov,NSH,22,C,98.9,1.52,65,12.0,0.0,6.7,8.4,15.1,75.9,0.0,0.0,31.1,45.3,-6.3,0.9,148.6,241.1,38%,,
Steven Lorentz,TOR,29,"LW,RW",98.5,1.49,66,10.7,0.0,5.5,9.7,15.2,61.9,0.0,0.1,43.8,152.4,0.3,0.8,41.2,63.2,39%,,
Jacob Bernard-Docker,DET,25,D,98.2,1.49,66,13.6,0.0,2.5,8.5,11.0,51.0,0.0,0.1,79.0,56.1,-1.0,0.3,0.0,0.0,0%,,
William Carrier,CAR,30,LW,97.7,1.46,67,10.3,0.0,7.3,9.9,17.1,73.8,0.1,0.1,18.6,157.7,7.0,1.3,5.5,7.3,0%,,
Simon Benoit,TOR,27,D,97.7,1.48,66,16.7,0.0,1.3,7.6,8.8,47.3,0.0,0.0,95.0,151.3,-0.1,0.2,0.0,0.0,0%,,
Brandon Duhaime,WSH,28,RW,97.3,1.45,67,12.2,0.0,6.3,8.4,14.6,65.3,0.0,0.1,41.2,132.3,1.2,1.0,13.3,21.0,39%,,
Calle Jarnkrok,TOR,34,C,96.4,1.46,66,11.2,0.0,8.6,8.9,17.5,63.3,0.1,0.1,24.3,64.6,0.5,1.2,35.1,44.3,44%,,
Connor Murphy,CHI,32,D,96.3,1.46,66,13.1,0.0,1.3,8.4,9.8,49.8,0.0,0.0,84.1,67.9,-5.0,0.2,0.0,0.0,0%,,
Alex Turcotte,L.A,24,"C,LW",96.0,1.45,66,9.8,0.0,5.6,12.1,17.7,60.5,0.0,0.0,25.3,49.8,2.4,0.9,110.8,123.7,47%,,
Colin Blackwell,DAL,32,C,95.9,1.45,66,11.9,0.0,5.8,9.4,15.2,70.4,0.0,0.0,30.3,101.2,3.6,0.9,107.8,128.2,46%,,
Cole Smith,NSH,30,LW,95.3,1.47,65,13.0,0.1,6.6,8.2,14.7,76.8,0.1,0.2,25.1,144.5,-5.4,0.9,5.7,9.6,37%,,
Maxim Tsyplakov,NYI,27,"LW,RW",95.0,1.42,67,9.5,0.2,5.8,11.3,17.1,64.4,0.2,0.5,21.8,91.2,-3.0,0.8,6.0,9.0,40%,,
Nick Leddy,S.J,34,D,95.0,1.44,66,15.2,0.1,2.1,11.2,13.3,40.8,0.0,0.3,68.8,41.7,-6.4,0.3,0.0,0.0,0%,,
Tye Kartye,SEA,24,LW,94.8,1.42,67,10.8,0.1,7.0,7.1,14.2,63.8,0.1,0.2,40.5,155.7,-6.0,0.9,12.0,24.7,33%,,
Mathew Dumba,PIT,31,D,93.0,1.43,65,15.0,0.0,2.2,8.3,10.5,57.5,0.0,0.0,65.6,81.2,-3.7,0.3,0.0,0.3,0%,,
Urho Vaakanainen,NYR,26,D,92.9,1.41,66,13.9,0.0,1.5,11.5,13.0,50.8,0.0,0.0,57.2,41.5,1.5,0.3,0.0,0.0,0%,,
Kasperi Kapanen,EDM,29,RW,92.4,1.40,66,11.3,0.0,5.5,10.7,16.2,65.8,0.0,0.0,21.6,92.4,1.1,0.8,17.6,31.4,36%,,
Mattias Janmark,EDM,32,C,92.3,1.40,66,13.4,0.0,4.0,12.2,16.1,58.7,0.0,0.1,29.1,47.2,2.0,0.6,61.3,86.7,0%,,
Zach Bogosian,MIN,35,D,92.3,1.42,65,13.9,0.0,2.3,8.1,10.4,56.1,0.0,0.0,66.0,66.0,-0.7,0.3,0.0,0.0,1%,,
Yakov Trenin,MIN,28,C,92.2,1.42,65,11.9,0.0,6.2,7.0,13.2,76.6,0.0,0.0,28.5,188.9,-0.7,0.9,36.7,51.5,42%,,
Egor Zamula,PHI,25,D,91.3,1.36,67,13.0,0.0,2.4,9.4,11.8,39.4,0.0,0.0,72.3,37.4,-2.3,0.4,0.0,0.0,0%,,
Scott Laughton,TOR,31,"C,LW",91.0,1.38,66,8.6,0.0,6.1,9.2,15.3,63.2,0.0,0.0,27.1,89.1,0.1,0.8,169.6,169.2,50%,,
Garnet Hathaway,PHI,33,RW,91.0,1.36,67,9.7,0.0,5.9,7.0,12.9,58.0,0.0,0.0,46.2,199.1,-2.6,0.9,9.9,8.0,56%,,
Cole Koepke,WPG,27,LW,89.7,1.34,67,11.1,0.0,6.2,7.1,13.3,73.4,0.0,0.0,26.3,150.0,2.2,1.0,0.0,1.0,0%,,
Colton Sissons,VGK,32,"C,LW",88.6,1.30,68,10.2,0.0,5.3,8.4,13.6,54.8,0.0,0.0,40.6,77.4,4.3,0.9,295.5,254.3,54%,,
Casey Cizikas,NYI,34,"C,LW",88.1,1.32,67,10.2,0.0,5.2,7.2,12.4,59.5,0.0,0.1,42.5,133.5,-4.8,0.7,235.6,208.0,53%,,
Radek Faksa,DAL,31,C,87.9,1.33,66,11.2,0.0,5.0,9.2,14.2,49.7,0.0,0.1,40.8,96.5,4.1,0.8,292.1,222.0,57%,,
Lian Bichsel,DAL,21,D,87.6,1.33,66,13.9,0.0,3.2,7.5,10.7,47.6,0.0,0.0,63.5,160.2,4.2,0.5,0.0,0.0,0%,,
Juuso Parssinen,NYR,24,C,86.7,1.31,66,9.2,0.0,7.3,7.9,15.2,47.3,0.0,0.0,34.9,96.2,0.5,1.3,85.6,113.2,43%,,
Brayden Pachal,CGY,26,D,86.4,1.33,65,13.6,0.0,2.1,6.9,9.0,52.5,0.0,0.0,66.3,111.8,-5.2,0.3,0.0,0.0,0%,,
Logan Mailloux,STL,22,D,86.3,1.31,66,12.4,0.1,3.1,8.2,11.2,48.9,0.0,0.2,56.0,73.8,-2.8,0.5,0.0,0.0,0%,,
Isac Lundestrom,CBJ,26,C,86.2,1.27,68,11.9,0.0,4.6,8.9,13.5,49.7,0.0,0.0,41.6,48.9,-1.7,0.7,281.7,319.0,47%,,
Isaac Howard,EDM,21,LW,86.2,1.31,66,9.8,0.6,7.5,7.0,14.5,66.2,0.7,1.6,15.9,55.9,2.6,1.1,0.0,0.0,0%,,
Derek Forbort,VAN,33,D,85.5,1.31,65,13.9,0.0,1.4,7.2,8.7,36.9,0.0,0.0,82.1,72.7,-0.7,0.2,0.0,0.0,0%,,
Mitchell Chaffee,T.B,27,RW,84.8,1.27,67,9.5,1.1,8.2,5.8,13.9,58.9,2.5,3.4,20.3,116.3,3.9,1.4,3.5,9.0,28%,,
Rodrigo Abols,PHI,29,C,83.2,1.24,67,9.2,0.0,4.8,6.3,11.1,68.4,0.0,0.1,30.9,87.1,-3.1,0.7,204.5,131.7,61%,,
Olli Maatta,UTA,31,D,81.7,1.24,66,12.3,0.0,1.7,9.1,10.8,39.7,0.0,0.0,58.6,27.3,0.8,0.3,0.0,0.0,0%,,
Curtis Lazar,EDM,30,C,80.9,1.23,66,10.0,0.0,5.1,8.4,13.6,48.3,0.0,0.0,32.1,136.1,2.8,0.8,176.2,175.6,50%,,
Tyler Tucker,STL,25,D,79.8,1.21,66,11.9,0.0,2.8,6.6,9.4,43.2,0.0,0.0,60.3,88.3,0.1,0.4,0.0,0.0,0%,,
Luke Schenn,WPG,36,D,79.7,1.19,67,12.4,0.0,0.9,4.8,5.7,52.6,0.0,0.0,72.6,146.1,1.7,0.1,0.0,0.0,0%,,
Adam Edstrom,NYR,25,C,79.7,1.21,66,9.4,0.0,5.4,6.4,11.8,50.9,0.0,0.0,37.6,122.3,1.3,1.0,0.0,2.2,0%,,
Liam Ohgren,MIN,21,LW,76.5,1.18,65,9.2,0.0,5.0,5.6,10.6,61.4,0.0,0.0,27.8,85.4,-2.2,0.7,0.0,2.0,0%,,
Barclay Goodrow,S.J,32,C,73.2,1.11,66,11.3,0.1,3.7,4.2,7.9,53.0,0.1,0.2,45.5,104.8,-8.5,0.5,105.0,124.3,46%,,
Jake Christiansen,CBJ,26,D,72.1,1.06,68,10.7,0.0,1.0,6.4,7.4,47.5,0.0,0.0,52.2,49.9,-1.7,0.1,0.0,0.0,0%,,
Sam Lafferty,CHI,30,"C,RW",68.4,1.04,66,9.2,0.0,5.9,5.6,11.5,48.4,0.0,0.0,19.6,104.4,-5.3,0.8,83.9,103.3,45%,,
Dmitry Kulikov,FLA,35,D,68.1,1.02,67,10.8,0.1,1.6,7.4,8.9,38.5,0.0,0.3,43.6,61.8,3.0,0.3,0.0,0.0,0%,,
Ryan Lomberg,CGY,30,LW,62.0,0.95,65,8.7,0.0,3.1,5.7,8.8,52.5,0.1,0.1,18.4,136.5,-5.5,0.4,4.7,11.5,29%,,
Nicolas Deslauriers,PHI,34,LW,55.8,0.83,67,7.7,0.0,3.5,3.8,7.3,47.2,0.0,0.0,20.5,155.0,-3.3,0.5,2.8,5.7,33%,,
