Player Name,Age,Team,Positions,Salary,TOI Org ES,TOI Org PP,TOI Org PK,GP Org,GP,TOI ES,TOI PP,TOI PK,Total TOI,G,A,P,PPG,PPA,PPP,SHG,SHA,SHP,Hit,BLK,PIM,FOW,FOL,SOG,#ERROR!,VOR,Rank,Unadj VOR,FP,PlayerId,Fantasy Team,Injured GP,
Connor Brown,32,NJD,RW,"$3,000,000",,,,80,70,12.1,0.1,1.8,14.01,12,13,25,0,0,0,1,1,2,26,34,9,17,16,100,1,-769,631,-456,180,8477015,,70.2,70.2
Conor Sheary,33,NYR,LW,"$2,000,000",,,,78,68,12.71,0.39,0.68,13.77,8,15,23,1,1,2,0,1,1,29,45,16,8,5,82,-1,-740,617,-419,164,8477839,,67.5,67.5
Curtis Douglas,25,TBL,C,"$875,000",,,,74,65,11.43,0.43,0.42,12.28,11,14,25,1,1,2,0,0,0,86,32,24,5,0,85,0,-615,554,-234,187,8480876,,65,65
Dakota Joshua,29,TOR,"C,LW","$3,250,000",,,,79,68,11.25,0.49,0.87,12.6,12,12,24,1,1,2,0,1,1,222,35,36,23,29,68,-4,-226,303,95,212,8478057,,68.4,68.4
Eric Robinson,30,CAR,LW,"$1,700,000",,,,78,63,10.62,0.11,0.82,11.55,10,12,22,0,0,0,0,0,0,94,16,8,3,13,77,2,-804,643,-484,158,8480762,,63,69.4
Esa Lindell,31,DAL,D,"$5,250,000",,,,80,70,17.93,0.28,3.63,21.84,5,20,25,0,1,1,0,1,1,50,139,12,0,0,88,16,-198,288,-98,218,8476902,,70.2,70.2
Fraser Minten,21,BOS,C,"$816,667",,,,70,60,11.57,0.8,0.69,13.07,12,12,24,2,2,4,0,1,1,111,38,12,287,269,80,-4,-634,566,-254,229,8483489,,59.8,59.8
J.J. Moser,25,TBL,D,"$3,375,000",,,,80,70,18.03,0.42,1.92,20.37,4,20,24,0,2,2,0,1,1,56,91,27,0,0,75,12,-252,320,-151,192,8482655,,70.2,70.2
Jeff Malott,29,LAK,LW,"$875,000",,,,74,64,11.45,0.41,0.41,12.28,11,13,24,1,1,2,0,0,0,130,29,26,4,0,82,-1,-481,461,-160,193,8482408,,64.1,64.1
John Marino,28,UTA,D,"$4,400,000",,,,77,67,18.12,0.26,2.27,20.65,4,20,24,0,1,1,0,0,0,19,83,17,0,0,55,2,-486,465,-386,150,8478507,,66.7,66.7
Jonatan Berggren,25,DET,RW,"$1,825,000",,,,70,61,11.93,1.01,0.01,12.95,12,12,24,3,3,6,0,0,0,38,18,12,3,5,80,-7,-750,620,-437,159,8481013,,61.5,61.5
Kevin Hayes,33,PIT,C,"$7,142,857",,,,69,60,10.31,1.72,0.3,12.33,11,14,25,3,5,8,0,0,0,43,12,8,218,197,95,-3,-785,637,-405,209,8475763,,69,59.7
Lukas Reichel,23,VAN,LW,"$1,200,000",,,,72,62,11.26,1.14,0.13,12.53,9,14,23,1,2,3,0,0,0,20,27,12,87,154,70,-10,-854,663,-533,145,8482117,,62.3,62.3
Michael Kesselring,26,BUF,D,"$1,400,000",,,,80,70,16.32,0.74,0.38,17.44,6,19,25,1,3,4,0,0,0,78,63,62,0,0,115,3,113,159,214,242,8480891,,70.2,70.2
Noah Laba,22,NYR,C,"$875,000",,,,74,64,11.73,0.5,0.55,12.79,10,14,24,1,1,2,0,0,0,72,36,19,102,89,83,1,-692,595,-312,194,8483690,,64.1,64.1
Peyton Krebs,25,BUF,C,"$1,450,000",,,,81,71,12.86,0.56,0.46,13.88,8,16,24,1,1,2,0,0,0,132,27,44,224,260,77,-5,-425,433,-45,221,8481522,,71.1,71.1
Philip Broberg,24,STL,D,"$4,580,917",,,,73,64,18.71,0.37,1.46,20.54,6,18,24,0,1,1,0,0,0,35,83,12,0,0,86,9,-417,425,-317,185,8481598,,64.1,64.1
Sam Steel,27,DAL,C,"$2,100,000",,,,77,68,12.62,0.43,1.91,14.96,9,16,25,1,1,2,1,1,2,60,29,21,140,114,77,-2,-724,612,-344,191,8479351,,67.6,67.6
Sean Walker,31,CAR,D,"$3,600,000",,,,81,72,17.24,0.87,1.41,19.52,7,17,24,1,3,4,0,1,1,110,104,36,0,0,136,1,138,149,239,270,8480336,,72.1,72.1
Simon Edvinsson,22,DET,D,"$894,167",,,,78,68,18.73,0.31,1.54,20.57,8,16,24,0,1,1,0,0,0,72,124,50,0,0,77,-1,64,176,165,219,8482762,,68.5,68.5
Vladislav Gavrikov,30,NYR,D,"$7,000,000",,,,82,71,20.34,0.11,2.87,23.33,5,19,24,0,1,1,0,1,1,36,115,30,0,0,95,15,-162,271,-61,218,8478882,,71,71
Aatu Raty,23,VAN,C,"$775,000",,,,75,65,11.01,0.28,0.26,11.55,12,11,23,1,1,2,0,0,0,173,16,19,320,253,66,-2,-594,539,-214,233,8482691,,64.9,64.9
Anthony Beauvillier,28,WSH,LW,"$2,750,000",,,,80,70,13,0.34,0.2,13.55,13,11,24,1,1,2,0,0,0,106,31,12,7,15,121,4,-539,499,-219,220,8478463,,70.2,70.2
Calle Jarnkrok,34,TOR,C,"$2,100,000",,,,78,68,10.87,0.34,1.29,12.51,11,13,24,1,1,2,1,0,1,45,26,15,26,18,68,-1,-838,659,-458,156,8475714,,71,67.5
Cam York,25,PHI,D,"$5,150,000",,,,78,69,19.06,0.59,2.04,21.68,6,18,24,0,3,3,0,1,1,49,125,25,0,0,76,5,-155,265,-54,203,8481546,,69.4,69.4
Corey Perry,40,LAK,RW,"$2,000,000",,,,72,62,10.66,1.4,0,12.06,13,11,24,3,3,6,0,0,0,28,20,41,17,12,76,2,-545,505,-233,176,8470621,,62.3,62.3
Dylan DeMelo,32,WPG,D,"$4,900,000",,,,82,72,18.62,0.11,2.44,21.16,3,20,23,0,1,1,0,1,1,96,108,39,0,0,67,21,-75,231,26,208,8476331,,72,72
Gage Goncalves,25,TBL,C,"$1,200,000",,,,72,63,12.08,0.61,0,12.69,8,15,23,1,2,3,0,0,0,73,26,14,2,10,61,0,-817,650,-436,148,8482201,,63.2,63.2
Gavin Brindley,21,COL,C,"$875,000",,,,74,64,11.38,0.52,0.43,12.33,11,13,24,1,2,3,0,0,0,76,29,20,8,13,84,-2,-679,590,-299,179,8484149,,64.1,64.1
Jake McCabe,32,TOR,D,"$4,513,102",,,,76,66,18.31,0.22,2.42,20.95,4,20,24,0,1,1,0,1,1,117,136,36,0,0,62,14,38,181,139,218,8476931,,65.8,65.8
Jason Dickinson,30,CHI,C,"$4,250,000",,,,79,69,12.89,0.22,2.3,15.41,11,12,23,0,0,0,1,0,1,99,61,31,611,481,80,-3,-513,481,-132,297,8477450,,69.4,69.4
Justin Sourdif,23,WSH,RW,"$825,000",,,,68,60,12.48,0.43,0.41,13.31,11,13,24,1,1,2,0,0,0,94,31,22,40,44,84,1,-566,525,-254,190,8482088,,59.7,59.7
Mathieu Olivier,28,CBJ,RW,"$3,000,000",,,,78,68,13.03,0.28,0.87,14.18,10,13,23,1,1,2,0,1,1,232,65,83,5,8,89,-4,282,110,595,263,8479671,,68.5,68.5
Nick Bjugstad,33,STL,C,"$1,750,000",,,,76,67,10.87,0.67,0.6,12.14,12,11,23,1,1,2,0,0,0,130,35,23,255,237,95,1,-529,491,-148,244,8475760,,66.7,66.7
Paul Cotter,26,NJD,LW,"$775,000",,,,78,68,12.22,0.51,0.03,12.77,12,11,23,1,1,2,0,0,0,201,26,26,25,24,86,-4,-349,379,-28,213,8481032,,68.5,68.5
Ryan Poehling,27,ANA,C,"$1,900,000",,,,77,69,11.11,0.41,1.39,12.91,9,15,24,1,1,2,1,0,1,33,67,12,369,341,74,-1,-753,623,-373,225,8480068,,68.5,68.5
Vincent Hinostroza,31,MIN,C,"$875,000",,,,74,64,10.92,1.05,0.04,12.01,9,14,23,3,3,6,0,0,0,67,20,14,8,11,77,-5,-769,633,-389,162,8476994,,64.1,64.1
Adam Larsson,33,SEA,D,"$5,250,000",,,,81,71,19.72,0.1,2.53,22.35,5,17,22,0,1,1,0,1,1,100,137,31,0,0,98,2,20,187,121,235,8476457,,71.1,71.1
Alex Turcotte,24,LAK,"C,LW","$775,000",,,,72,62,10.16,0.68,0,10.84,9,13,22,1,1,2,0,0,0,27,27,14,138,125,66,3,-862,666,-541,163,8481532,,62.3,62.3
Alex Vlasic,24,CHI,D,"$4,600,000",,,,81,71,18.3,1.13,2.87,22.3,3,19,22,1,6,7,0,1,1,53,131,15,0,0,72,-12,-202,292,-101,187,8481568,,71.1,71.1
Drew O'Connor,27,VAN,LW,"$2,500,000",,,,80,69,12.14,0.28,1.52,13.94,11,12,23,1,1,2,1,0,1,54,43,23,39,44,99,-7,-593,538,-273,193,8482055,,69.3,69.3
Frederick Gaudreau,32,SEA,C,"$2,100,000",,,,80,64,12.07,1.06,1.73,14.85,9,14,23,2,2,4,1,0,1,34,47,8,364,426,83,-4,-813,648,-432,212,8477919,,64,70.2
Lars Eller,36,OTT,C,"$1,250,000",,,,80,69,11.53,0.67,1.28,13.49,10,13,23,1,2,3,1,0,1,55,35,21,356,318,91,0,-699,598,-318,237,8474189,,69.3,69.3
Marcus Foligno,34,MIN,LW,"$4,000,000",,,,77,67,12.25,0.35,1.41,14.01,11,12,23,1,1,2,0,1,1,217,47,59,5,17,69,-1,-38,212,283,223,8475220,,66.7,66.7
Samuel Girard,27,COL,D,"$5,000,000",,,,70,61,18.08,0.71,1.53,20.32,4,19,23,0,2,2,0,0,0,55,92,11,0,0,78,6,-383,400,-282,182,8479398,,63,60.6
Teddy Blueger,31,VAN,C,"$1,800,000",,,,80,67,12.01,0.16,2.09,14.27,8,15,23,0,0,0,1,0,1,85,42,23,382,391,80,-2,-672,587,-291,231,8476927,,67,69.3
Vasily Podkolzin,24,EDM,"LW,RW","$1,000,000",,,,74,64,12.97,0.25,0.49,13.7,9,13,22,1,1,2,0,0,0,184,39,19,5,14,85,1,-417,424,-104,203,8481617,,64.1,64.1
William Carrier,31,CAR,LW,"$2,000,000",,,,78,63,10.88,0.12,0.21,11.21,10,11,21,0,0,0,0,0,0,174,23,21,4,4,80,6,-528,490,-208,191,8477478,,63,69.4
Colton Dach,23,CHI,"C,LW","$825,000",,,,62,54,11.84,0.87,0.05,12.77,9,12,21,2,2,4,0,0,0,202,25,20,21,25,66,-4,-454,450,-134,187,8482703,,54.4,54.4
Josh Anderson,31,MTL,RW,"$5,500,000",,,,80,69,12.45,0.29,1.64,14.38,12,10,22,1,1,2,1,0,1,118,38,47,29,11,95,-4,-306,352,7,216,8476981,,69.3,69.3
Juuso Parssinen,24,NYR,C,"$1,250,000",,,,72,62,10.17,0.78,0.03,10.98,9,12,21,1,2,3,0,0,0,100,30,16,102,117,51,-3,-783,636,-403,158,8481704,,62.3,62.3
Kevin Stenlund,29,UTA,C,"$2,000,000",,,,82,71,11.92,0.15,2.64,14.71,11,11,22,0,0,0,1,1,2,46,57,31,575,530,85,-5,-637,571,-257,270,8478831,,71,71
Marcus Pettersson,29,VAN,D,"$5,500,000",,,,78,68,17.35,0.16,2.76,20.26,3,19,22,0,1,1,0,1,1,62,118,34,0,0,66,5,-169,275,-69,190,8477969,,67.5,67.5
Marshall Warren,24,NYI,D,"$875,000",,,,74,66,16.44,0.49,0.49,17.41,4,16,20,0,2,2,0,0,0,72,82,26,0,0,78,1,-309,354,-208,181,8481569,,65.9,65.9
Nate Schmidt,34,UTA,D,"$3,500,000",,,,78,68,15.38,1.43,1.07,17.88,4,18,22,1,6,7,0,0,0,70,71,18,0,0,75,13,-319,361,-218,185,8477220,,67.5,67.5
Oskar Sundqvist,31,STL,C,"$1,500,000",,,,72,63,10.75,1.16,1.02,12.93,7,13,20,3,2,5,0,1,1,76,43,26,224,256,55,-2,-701,600,-321,182,8476897,,63.2,63.2
Pavel Mintyukov,22,ANA,D,"$918,333",,,,74,66,15.26,0.86,0.74,16.86,5,16,21,0,3,3,0,0,0,72,77,17,0,0,71,-13,-377,397,-277,165,8483490,,65.9,65.9
Pontus Holmberg,26,TBL,RW,"$1,550,000",,,,72,63,11.68,0.25,0.77,12.7,9,13,22,0,1,1,0,0,0,65,48,23,91,124,63,4,-662,582,-349,170,8480995,,63.2,63.2
Taylor Raddysh,27,NYR,RW,"$1,500,000",,,,80,69,11.49,0.67,0.44,12.6,9,12,21,1,1,2,0,0,0,62,25,13,5,15,80,-3,-781,635,-468,156,8479390,,69.3,69.3
Timothy Liljegren,26,SJS,D,"$3,000,000",,,,70,61,17.66,1.46,0.95,20.07,5,16,21,1,5,6,0,0,0,59,105,28,0,0,85,-10,-162,272,-62,197,8480043,,61.5,61.5
Adam Pelech,31,NYI,D,"$5,750,000",,,,74,66,17.58,0.15,2.22,19.95,3,17,20,0,1,1,0,1,1,61,100,26,0,0,101,6,-242,311,-141,207,8476917,,65.9,65.9
Axel Sandin-Pellikka,20,DET,D,"$875,000",,,,74,65,16.52,0.72,0.66,17.9,5,15,20,1,3,4,0,0,0,54,86,29,0,0,82,-6,-271,330,-171,183,8484223,,65,65
Blake Lizotte,28,PIT,C,"$1,850,000",,,,73,63,11.37,0.2,1.55,13.13,9,12,21,0,1,1,1,1,2,61,30,23,216,186,67,1,-800,641,-419,187,8481481,,63.2,63.2
Brett Pesce,31,NJD,D,"$5,500,000",,,,76,57,18.13,0.19,2.45,20.76,3,14,17,0,1,1,0,1,1,21,103,18,0,0,72,7,-485,464,-385,162,8477488,,57,66.7
Charle-Edouard D'Astous,27,TBL,D,"$875,000",,,,74,65,16.56,0.52,0.49,17.57,4,16,20,0,2,2,0,0,0,68,83,26,0,0,77,0,-316,360,-216,179,8480426,,65,65
Colton Sissons,32,VGK,"C,LW","$2,857,143",,,,74,65,11.34,0.44,1.92,13.7,8,13,21,1,1,2,1,0,1,85,54,23,396,298,64,-3,-614,553,-293,232,8476925,,71,65
Denton Mateychuk,21,CBJ,D,"$886,666",,,,72,63,16.44,0.61,0.92,17.97,6,14,20,0,2,2,0,0,0,45,85,16,0,0,73,1,-436,441,-335,168,8483485,,63.2,63.2
Jacob Trouba,31,ANA,D,"$8,000,000",,,,74,66,18.38,0.17,2.35,20.91,4,16,20,0,1,1,0,1,1,154,165,39,0,0,101,1,251,115,352,261,8476885,,65.9,65.9
Joel Nystrom,23,CAR,D,"$875,000",,,,74,66,16.3,0.51,0.62,17.43,4,15,19,0,2,2,0,0,0,64,82,28,0,0,79,-1,-323,362,-222,178,8482911,,65.9,65.9
Jonas Brodin,32,MIN,D,"$6,000,000",,,,71,61,20.37,0.21,1.91,22.49,4,16,20,0,1,1,0,1,1,23,124,20,0,0,77,3,-341,372,-241,182,8476463,,61.5,61.5
Kaiden Guhle,24,MTL,D,"$5,550,000",,,,74,59,18.46,0.13,2,20.59,6,15,21,0,1,1,0,1,1,115,115,37,0,0,78,-3,-26,204,74,211,8482087,,59,64.1
Mark Jankowski,31,CAR,C,"$800,000",,,,68,61,10.07,0.34,1.61,12.02,10,11,21,1,1,2,1,0,1,28,32,20,208,185,69,4,-863,667,-482,182,8476873,,60.5,60.5
Nils Hoglander,25,VAN,LW,"$3,000,000",,,,62,50,11.68,0.81,0.01,12.5,10,11,21,1,1,2,0,0,0,54,16,16,0,1,62,4,-846,660,-525,140,8481535,,50,53.7
Philipp Kurashev,26,SJS,"C,RW","$1,200,000",,,,60,53,13.12,1.1,0.74,14.96,9,12,21,1,3,4,0,0,0,34,25,11,72,60,66,-14,-857,664,-545,144,8480798,,52.7,52.7
Ryan Pulock,31,NYI,D,"$6,150,000",,,,77,69,17.3,0.85,2.25,20.4,4,17,21,1,3,4,0,1,1,84,132,12,0,0,81,-3,-190,284,-90,202,8477506,,68.5,68.5
Tanner Pearson,33,WPG,LW,"$1,000,000",,,,78,68,10.69,0.11,0.56,11.36,10,10,20,0,0,0,0,0,0,71,37,22,7,13,78,-2,-707,603,-386,163,8476871,,68.5,68.5
Tyler Myers,35,VAN,D,"$3,000,000",,,,76,66,17.65,0.45,2.39,20.49,4,16,20,0,2,2,0,1,1,81,122,49,0,0,81,4,17,188,117,215,8474574,,65.8,65.8
Tyson Kozak,23,BUF,C,"$875,000",,,,74,64,9.86,0.13,0.5,10.48,10,9,19,0,0,0,0,0,0,99,51,8,206,240,57,-1,-836,657,-455,175,8482896,,64,65
Alec Regula,25,EDM,D,"$875,000",,,,74,64,16.52,0.48,0.52,17.51,4,15,19,0,2,2,0,0,0,62,80,25,0,0,78,1,-358,384,-258,175,8480831,,70,64.1
Alexandre Carrier,29,MTL,D,"$3,750,000",,,,76,66,16.98,0.15,2.09,19.21,3,17,20,0,1,1,0,1,1,49,128,31,0,0,64,-5,-223,301,-122,179,8478851,,65.8,65.8
Artem Zub,30,OTT,D,"$4,600,000",,,,76,66,16.76,0.13,2.59,19.48,4,15,19,0,1,1,0,1,1,82,110,32,0,0,71,10,-200,291,-99,193,8482245,,65.8,65.8
Brandon Tanev,34,UTA,"LW,RW","$2,500,000",,,,77,67,10.73,0.1,1.81,12.65,9,10,19,0,0,0,1,0,1,190,66,21,7,22,78,-3,-394,409,-81,200,8479293,,66.7,66.7
Brett Kulak,32,EDM,D,"$2,750,000",,,,81,70,17.7,0.14,1.55,19.39,4,16,20,0,1,1,0,1,1,30,93,21,0,0,91,8,-384,401,-283,187,8476967,,70.1,70.1
Cole Smith,30,NSH,LW,"$1,000,000",,,,79,68,11.24,0.12,2.37,13.73,10,10,20,0,0,0,1,1,2,163,30,41,4,19,74,-4,-403,416,-83,187,8482062,,68.4,68.4
Conor Timmins,27,BUF,D,"$2,200,000",,,,68,60,15.87,0.37,1.77,18.01,4,15,19,0,2,2,0,0,0,49,89,29,0,0,62,2,-361,388,-261,163,8479982,,59.7,59.7
Harrison Brunicke,19,PIT,D,"$875,000",,,,74,64,16.36,0.51,0.43,17.31,4,15,19,0,2,2,0,0,0,60,84,27,0,0,74,1,-344,374,-243,174,8484839,,64.1,64.1
Jalen Chatfield,29,CAR,D,"$3,000,000",,,,78,69,17.29,0.05,1.68,19.02,6,13,19,0,0,0,0,1,1,57,72,34,0,0,101,12,-293,344,-192,201,8478970,,69.4,69.4
Jesper Boqvist,27,FLA,C,"$1,500,000",,,,73,63,11.4,0.22,0.87,12.5,9,11,20,0,1,1,0,1,1,142,25,10,64,93,66,0,-768,629,-388,167,8480003,,63.2,63.2
Jordan Greenway,28,BUF,LW,"$4,000,000",,,,72,63,12.53,0.29,0,12.82,9,11,20,1,1,2,0,0,0,159,37,41,7,30,78,-2,-358,383,-37,195,8478413,,71,63.2
Justin Danforth,32,BUF,RW,"$1,800,000",,,,77,64,11.52,0.3,1.61,13.43,9,11,20,0,1,1,1,0,1,105,45,16,306,250,76,-5,-646,574,-333,220,8479941,,64,67.6
Keegan Kolesar,28,VGK,RW,"$2,500,000",,,,81,71,11.8,0.13,0.41,12.34,8,12,20,0,0,0,0,1,1,219,46,41,4,11,67,-5,-254,321,58,200,8478434,,71.1,71.1
Landon Slaggert,23,CHI,LW,"$900,000",,,,72,63,11.51,0.1,0.69,12.31,8,11,19,0,0,0,0,1,1,66,28,22,1,3,68,-4,-788,640,-468,144,8482172,,63.2,63.2
Martin Fehervary,26,WSH,D,"$2,675,000",,,,80,70,16.55,0.05,2.54,19.14,5,15,20,0,0,0,0,1,1,128,123,24,0,0,76,6,-112,246,-11,210,8480796,,70.2,70.2
Matt Roy,30,WSH,D,"$5,750,000",,,,76,67,17.56,0.13,1.92,19.61,4,16,20,0,1,1,0,1,1,93,121,22,0,0,93,5,-157,267,-57,214,8478911,,66.7,66.7
Matthew Robertson,24,NYR,D,"$875,000",,,,74,64,16.74,0.45,0.55,17.74,4,15,19,0,2,2,0,0,0,65,78,26,0,0,76,0,-355,381,-255,173,8481525,,64.1,64.1
Michael Carcone,29,UTA,LW,"$775,000",,,,60,52,10.46,0.53,0.02,11,10,9,19,1,1,2,0,0,0,43,14,24,2,6,76,-2,-812,647,-491,146,8479619,,52,52
Mike Reilly,32,CAR,D,"$1,100,000",,,,68,61,13.94,1.55,0.49,15.98,4,16,20,1,5,6,0,0,0,23,62,16,0,0,98,5,-450,447,-350,180,8476422,,60.5,60.5
Nick Cousins,32,OTT,LW,"$825,000",,,,78,68,11.42,0.16,0.01,11.59,8,12,20,0,0,0,0,0,0,118,36,37,12,23,82,2,-496,475,-176,186,8476393,,67.5,67.5
Nick Jensen,35,OTT,D,"$4,050,000",,,,74,64,17.28,0.22,2.07,19.56,3,17,20,0,1,1,0,0,0,55,88,11,0,0,63,-1,-491,469,-390,155,8475324,,64.1,64.1
Nick Perbix,27,NSH,D,"$2,750,000",,,,76,66,15.92,0.08,0.88,16.88,5,14,19,0,0,0,0,0,0,45,77,18,0,0,71,3,-495,473,-394,159,8480246,,65.8,65.8
Nikita Zadorov,30,BOS,D,"$5,000,000",,,,80,68,17.79,0.17,2.33,20.29,5,15,20,0,1,1,0,1,1,196,90,87,0,0,82,7,438,71,538,252,8477507,,68.3,68.3
Adam Ginning,26,PHI,D,"$875,000",,,,74,66,15.81,0.44,0.65,16.9,4,14,18,0,2,2,0,0,0,65,80,24,0,0,73,-1,-386,403,-286,168,8480874,,65.9,65.9
Alexander Holtz,24,VGK,RW,$1,,,,64,56,11.08,0.79,0,11.87,9,10,19,2,1,3,0,0,0,32,19,11,2,12,77,-3,-899,676,-587,139,8482125,,56.2,56.2
Alexander Kerfoot,31,UTA,"C,LW,RW","$3,000,000",,,,80,45,12.25,0.57,2.4,15.22,7,12,19,1,1,2,1,0,1,33,36,11,143,130,55,-1,-913,677,-601,147,8477021,,45,69.3
Alexander Petrovic,33,DAL,D,"$875,000",,,,74,65,15.76,0.43,0.44,16.63,4,15,19,0,2,2,0,0,0,73,81,31,0,0,74,-2,-295,347,-195,176,8475755,,65,65
Alexander Romanov,26,NYI,D,"$6,250,000",,,,72,64,19.13,0.12,1.82,21.07,4,15,19,0,1,1,0,1,1,148,143,24,0,0,90,-7,16,189,116,227,8481014,,72,64.1
Braden Schneider,24,NYR,D,"$2,200,000",,,,79,68,15.78,0.23,1.51,17.51,4,15,19,0,1,1,0,1,1,128,116,13,0,0,81,-1,-213,297,-112,201,8482073,,68.4,68.4
Connor Dewar,26,PIT,C,"$1,100,000",,,,72,62,10.38,0.2,1.73,12.3,9,9,18,0,1,1,1,0,1,140,44,20,54,62,73,-3,-651,578,-271,181,8480980,,62.3,62.3
Dante Fabbro,27,CBJ,D,"$4,125,000",,,,75,66,16.97,0.09,1.66,18.72,4,14,18,0,0,0,0,0,0,50,121,29,0,0,76,5,-272,331,-171,186,8479371,,65.9,65.9
Jonny Brodzinski,32,NYR,C,"$787,500",,,,68,59,10.23,0.68,0.04,10.95,9,10,19,1,1,2,0,0,0,28,23,11,101,92,78,-2,-974,688,-594,156,8477380,,58.9,58.9
Josh Manson,34,COL,D,"$4,500,000",,,,74,64,15.99,0.05,1.76,17.81,4,15,19,0,0,0,0,1,1,125,87,46,0,0,87,5,-53,222,47,212,8476312,,64.1,64.1
Kasperi Kapanen,29,EDM,RW,"$1,300,000",,,,70,61,11.44,0.36,0.67,12.47,6,12,18,1,1,2,0,0,0,98,20,12,22,34,66,-5,-817,651,-504,142,8477953,,69,60.6
Logan Mailloux,22,STL,D,"$875,000",,,,74,65,15.49,0.44,0.47,16.39,4,14,18,0,2,2,0,0,0,75,74,23,0,0,70,-5,-399,413,-298,163,8482733,,65,65
Logan O'Connor,29,COL,RW,"$2,500,000",,,,68,59,12.08,0.17,0,12.25,8,10,18,0,0,0,0,0,0,54,29,21,6,14,63,3,-836,656,-523,138,8481186,,65,58.9
Michael McCarron,30,NSH,C,"$900,000",,,,76,66,11.27,0.12,2.17,13.57,8,10,18,0,0,0,0,1,1,150,56,64,375,343,79,-3,-258,322,122,265,8477446,,65.8,65.8
Ryker Evans,24,SEA,D,"$2,050,000",,,,77,59,17.76,0.91,0.76,19.43,4,15,19,1,3,4,0,0,0,92,78,24,0,0,59,-6,-327,365,-226,163,8482858,,59,67.6
Sam Carrick,33,NYR,C,"$1,000,000",,,,80,69,10.72,0.13,1.39,12.24,7,12,19,0,0,0,1,0,1,114,39,53,283,288,79,-2,-457,453,-76,228,8475842,,69.3,69.3
Sam Dickinson,19,SJS,D,"$875,000",,,,74,65,15.72,0.55,0.47,16.74,4,15,19,0,2,2,0,0,0,60,75,27,0,0,75,-1,-369,393,-268,170,8484806,,65,65
Sean Kuraly,33,BOS,C,"$1,850,000",,,,81,69,10.75,0.11,1.6,12.46,9,9,18,0,0,0,0,1,1,117,41,34,326,280,81,-2,-595,540,-215,233,8476374,,69.1,69.1
Shakir Mukhamadullin,24,SJS,D,"$1,000,000",,,,68,60,15.98,0.62,1.14,17.74,4,14,18,0,2,2,0,0,0,48,86,19,0,0,66,-2,-456,452,-356,157,8482166,,71,59.7
Tanner Jeannot,28,BOS,"LW,RW","$3,400,000",,,,77,66,10.94,0.24,0.52,11.7,9,10,19,0,1,1,0,0,0,178,42,57,12,11,66,-2,-227,305,85,198,8479661,,65.7,65.7
Vincent Iorio,23,SJS,D,"$875,000",,,,74,65,16.18,0.45,0.57,17.19,4,15,19,0,2,2,0,0,0,63,81,26,0,0,72,-2,-359,385,-258,169,8482861,,65,65
Zach Metsa,27,BUF,D,"$875,000",,,,74,65,15.3,0.45,0.45,16.2,4,14,18,0,2,2,0,0,0,60,76,25,0,0,70,2,-408,417,-307,164,8484305,,65,65
Adam Boqvist,25,NYI,D,"$850,000",,,,49,44,12.71,1.9,0.05,14.66,4,14,18,1,6,7,0,0,0,15,35,8,0,0,48,-3,-739,615,-638,112,8480871,,43.6,43.6
Alexey Toropchenko,26,STL,RW,"$1,700,000",,,,78,68,11.22,0.26,1.12,12.6,9,9,18,1,1,2,0,1,1,165,46,18,3,4,79,-4,-516,482,-203,186,8480281,,68.5,68.5
Ben Chiarot,34,DET,D,"$4,750,000",,,,78,68,19.2,0.13,1.85,21.18,4,14,18,0,1,1,0,0,0,114,128,40,0,0,86,-6,0,196,101,215,8475279,,68.5,68.5
Brandon Duhaime,28,WSH,RW,"$1,850,000",,,,81,71,10.91,0.14,2.01,13.07,8,9,17,0,0,0,1,0,1,172,47,63,15,43,82,-1,-189,283,123,208,8479520,,71.1,71.1
Brayden McNabb,35,VGK,D,"$3,650,000",,,,82,72,18.45,0.06,2.07,20.58,3,15,18,0,0,0,0,1,1,107,169,29,0,0,71,18,-23,203,78,221,8475188,,72,72
Brenden Dillon,35,NJD,D,"$4,000,000",,,,80,70,15.26,0.1,2.71,18.07,3,15,18,0,1,1,0,1,1,154,97,51,0,0,53,7,-5,200,96,194,8475455,,70.2,70.2
Brian Dumoulin,34,LAK,D,"$4,000,000",,,,79,68,17.39,0.06,2.14,19.59,3,15,18,0,0,0,0,0,0,65,90,14,0,0,61,-5,-489,468,-388,151,8475208,,68.4,68.4
Cody Ceci,32,LAK,D,"$4,500,000",,,,80,69,17.2,0.1,2.35,19.65,3,15,18,0,0,0,0,1,1,56,104,14,0,0,71,-12,-442,443,-342,160,8476879,,69.3,69.3
Dmitri Simashev,20,UTA,D,"$875,000",,,,74,64,15.73,0.41,0.46,16.6,4,14,18,0,2,2,0,0,0,52,77,31,0,0,76,0,-361,387,-261,170,8484386,,64.1,64.1
Ilya Solovyov,25,COL,D,"$875,000",,,,74,64,15.04,0.42,0.44,15.9,4,13,17,0,2,2,0,0,0,65,76,23,0,0,72,-1,-424,432,-323,163,8482470,,64.1,64.1
Jake Middleton,30,MIN,D,"$4,350,000",,,,78,68,17.51,0.08,1.87,19.47,5,13,18,0,0,0,0,0,0,92,135,42,0,0,74,-4,-44,217,57,204,8478136,,67.5,67.5
Joe Veleno,26,MTL,C,"$900,000",,,,76,66,11.4,0.3,0.5,12.2,8,10,18,1,1,2,0,0,0,118,36,17,184,204,65,-10,-752,622,-371,178,8480813,,65.8,65.8
